epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,12717.8,1.61912,2.04333,1.43469,0.78758,0.73567,0.78248,0.492,1.03157,1.12157,1.09095,0.00700585,0.00700585,0.00700585
126,13275.1,1.57334,1.98252,1.40268,0.78906,0.7415,0.78357,0.49291,1.03098,1.11767,1.09065,0.00698171,0.00698171,0.00698171
127,13841,1.6016,1.97991,1.42944,0.79268,0.73942,0.78312,0.49278,1.03027,1.11618,1.09035,0.00695756,0.00695756,0.00695756
128,14404.5,1.62026,2.00723,1.43597,0.79364,0.74052,0.78567,0.49263,1.02994,1.11474,1.08996,0.00693341,0.00693341,0.00693341
129,14968.8,1.59368,2.02058,1.41848,0.7918,0.73858,0.78773,0.49466,1.02971,1.11247,1.08952,0.00690927,0.00690927,0.00690927
130,15535.5,1.63376,2.02662,1.43718,0.79059,0.73955,0.78708,0.49511,1.02923,1.11021,1.08984,0.00688512,0.00688512,0.00688512
131,16099.2,1.58497,1.9898,1.42423,0.78886,0.74069,0.78694,0.49568,1.02964,1.10721,1.09082,0.00686098,0.00686098,0.00686098
132,16657.9,1.59293,1.97202,1.41413,0.79152,0.73567,0.78594,0.49528,1.02973,1.10418,1.09092,0.00683683,0.00683683,0.00683683
133,17215.4,1.59756,2.02502,1.41373,0.7895,0.73628,0.78638,0.4966,1.0296,1.10282,1.08998,0.00681268,0.00681268,0.00681268
134,17780.5,1.60705,1.97815,1.42019,0.79192,0.73604,0.79101,0.49747,1.0281,1.10108,1.08876,0.00678854,0.00678854,0.00678854
135,18346.4,1.62796,1.98867,1.4384,0.79141,0.73372,0.78935,0.49688,1.02728,1.10026,1.08808,0.00676439,0.00676439,0.00676439
136,18909.7,1.60302,1.97925,1.43273,0.79068,0.73053,0.78655,0.49861,1.02619,1.09863,1.08767,0.00674024,0.00674024,0.00674024
137,19467.6,1.64385,2.01966,1.44671,0.78872,0.72922,0.78552,0.49981,1.02428,1.09922,1.08646,0.0067161,0.0067161,0.0067161
138,20031.8,1.59345,1.94237,1.41208,0.7975,0.72595,0.78807,0.49975,1.02356,1.09783,1.08625,0.00669195,0.00669195,0.00669195
139,20594.9,1.59571,1.96357,1.41369,0.79494,0.72595,0.78841,0.50018,1.02313,1.09634,1.08563,0.0066678,0.0066678,0.0066678
140,21155.4,1.59963,1.96106,1.42539,0.79666,0.724,0.78896,0.49995,1.02313,1.09449,1.08469,0.00664366,0.00664366,0.00664366
141,21720.4,1.60887,1.97767,1.43642,0.79974,0.724,0.79367,0.50096,1.02273,1.09237,1.08438,0.00661951,0.00661951,0.00661951
142,22285.9,1.59236,1.92196,1.42163,0.80075,0.72303,0.7926,0.50146,1.02161,1.08962,1.08388,0.00659537,0.00659537,0.00659537
143,22848.9,1.60117,2.03613,1.42331,0.80233,0.72983,0.79143,0.50163,1.02131,1.08797,1.08338,0.00657122,0.00657122,0.00657122
144,23414.2,1.60692,1.93264,1.42514,0.8017,0.73076,0.79182,0.50216,1.02083,1.08745,1.08339,0.00654707,0.00654707,0.00654707
145,23970.3,1.62643,2.02337,1.4466,0.80173,0.72699,0.79077,0.50144,1.021,1.08733,1.08412,0.00652293,0.00652293,0.00652293
146,24472.4,1.62961,2.02322,1.42608,0.80289,0.72837,0.79353,0.50071,1.02089,1.08613,1.08314,0.00649878,0.00649878,0.00649878
147,24971.3,1.60109,1.95143,1.41871,0.80036,0.72886,0.79135,0.50128,1.02004,1.08207,1.08247,0.00647463,0.00647463,0.00647463
148,25470.5,1.58374,1.97654,1.41584,0.79893,0.72692,0.79119,0.50096,1.01971,1.07949,1.08269,0.00645049,0.00645049,0.00645049
149,25966.3,1.61193,1.91571,1.43405,0.79211,0.73469,0.79199,0.5007,1.01952,1.07475,1.08284,0.00642634,0.00642634,0.00642634
150,26456.6,1.5687,1.93574,1.40504,0.80022,0.73182,0.79312,0.50306,1.02028,1.07193,1.08319,0.0064022,0.0064022,0.0064022
151,26950.5,1.60429,1.99658,1.42935,0.79867,0.7325,0.79252,0.50304,1.02045,1.06913,1.08327,0.00637805,0.00637805,0.00637805
152,27438.8,1.60213,1.94497,1.42665,0.79881,0.72692,0.79219,0.50298,1.02025,1.07017,1.08319,0.0063539,0.0063539,0.0063539
153,27927.7,1.58196,1.97797,1.40842,0.79216,0.7334,0.79214,0.50346,1.01989,1.06955,1.0823,0.00632976,0.00632976,0.00632976
154,28420.5,1.59424,1.97487,1.41489,0.79392,0.73275,0.79217,0.50479,1.01994,1.06923,1.08258,0.00630561,0.00630561,0.00630561
155,28912.7,1.57138,1.94811,1.39666,0.79269,0.73081,0.79234,0.50561,1.01927,1.06533,1.08176,0.00628146,0.00628146,0.00628146
156,29404,1.58459,1.94573,1.41981,0.79071,0.73275,0.79253,0.5061,1.01896,1.06421,1.08186,0.00625732,0.00625732,0.00625732
157,29899.8,1.56988,1.92282,1.40469,0.78728,0.73469,0.79308,0.50762,1.01643,1.06271,1.08107,0.00623317,0.00623317,0.00623317
158,30399.6,1.60309,1.98358,1.42366,0.78294,0.73962,0.79383,0.50788,1.01543,1.06159,1.07981,0.00620902,0.00620902,0.00620902
159,30891.9,1.56486,1.89794,1.40634,0.78406,0.7415,0.79408,0.50952,1.01516,1.06074,1.0803,0.00618488,0.00618488,0.00618488
160,31385,1.57102,1.92745,1.40537,0.77718,0.7525,0.79317,0.5095,1.01414,1.0599,1.07978,0.00616073,0.00616073,0.00616073
161,31884.3,1.59322,1.93294,1.41537,0.77775,0.73798,0.79192,0.50831,1.01336,1.05822,1.07922,0.00613659,0.00613659,0.00613659
162,32382.1,1.5746,1.88101,1.41047,0.77744,0.7483,0.79335,0.50977,1.01209,1.05782,1.07785,0.00611244,0.00611244,0.00611244
163,32838.2,1.56935,1.94609,1.39967,0.77398,0.74545,0.79276,0.51006,1.01081,1.05614,1.07709,0.00608829,0.00608829,0.00608829
164,33293.9,1.57129,1.92032,1.39795,0.77442,0.74398,0.79425,0.51126,1.00989,1.05426,1.07606,0.00606415,0.00606415,0.00606415
165,33750.5,1.58889,1.90815,1.40493,0.77848,0.74344,0.79481,0.5113,1.00804,1.05231,1.07491,0.00604,0.00604,0.00604
166,34206.5,1.53636,1.89792,1.37023,0.77317,0.74636,0.79604,0.51143,1.00709,1.04963,1.07414,0.00601585,0.00601585,0.00601585
167,34663.7,1.6018,1.98441,1.42867,0.7724,0.74927,0.79314,0.51172,1.00437,1.04922,1.07251,0.00599171,0.00599171,0.00599171
